label_id,alert_uid,scenario_id,campaign_id,run_id,agent_name,timestamp,label,event_role,simulation_type,execution_mode,tool,atomic_test_id,caldera_operation_id,caldera_ability_id,mitre_tactic,mitre_technique_id,rule_id,rule_description,confidence,ground_truth_summary,notes
LBL-BG-0034,ALERT-E472A3AF785F941E,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-15T01:04:31.955-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,5715,sshd: authentication success.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0035,ALERT-AA9FF9F809529AD4,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-15T01:05:47.976-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,5715,sshd: authentication success.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0036,ALERT-6BCCCC8D47F91CCB,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-15T01:10:01.991-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,533,Listened ports status (netstat) changed (new port opened or closed).,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0037,ALERT-ECD117751EF59C24,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-15T00:00:24.769-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,52002,Apparmor DENIED,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0038,ALERT-D86B04917478E66D,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-15T00:00:58.778-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,52002,Apparmor DENIED,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0039,ALERT-EF87045FE313B341,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-15T00:04:00.786-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,533,Listened ports status (netstat) changed (new port opened or closed).,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0040,ALERT-86E0B36422174DEB,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-15T01:04:05.870-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,2901,New dpkg (Debian Package) requested to install.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0041,ALERT-169EF09AEBFEC6B7,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-15T01:04:05.944-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,5902,New user added to the system.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0042,ALERT-E472A3AF785F941E,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-15T01:04:31.955-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,5715,sshd: authentication success.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0043,ALERT-AA9FF9F809529AD4,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-15T01:05:47.976-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,5715,sshd: authentication success.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0044,ALERT-6BCCCC8D47F91CCB,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-15T01:10:01.991-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,533,Listened ports status (netstat) changed (new port opened or closed).,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0045,ALERT-AB10DA197C9AFFD2,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T00:00:28.914-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,52002,Apparmor DENIED,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0046,ALERT-181142700254628D,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T00:00:58.707-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,52002,Apparmor DENIED,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0047,ALERT-B4D2FC7D628E1F81,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T03:00:07.649-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,52002,Apparmor DENIED,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0048,ALERT-CDCD7ECD100B9E0D,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T03:01:21.651-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,5501,PAM: Login session opened.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0049,ALERT-70FA41EEFBF412FC,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:03.560-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,550,Integrity checksum changed.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0050,ALERT-C848A6AD019926EA,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:03.584-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,550,Integrity checksum changed.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0051,ALERT-4DD9A384EBBD17DC,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:03.586-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,550,Integrity checksum changed.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0052,ALERT-6EFE4E01D0653009,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:03.588-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,550,Integrity checksum changed.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0053,ALERT-894907C06471D957,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:03.661-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,550,Integrity checksum changed.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0054,ALERT-445AE7248E585D7B,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:03.949-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,554,File added to the system.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0055,ALERT-B2FBAEF2FC4B15F1,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:03.953-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,554,File added to the system.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0056,ALERT-8B423AB04237081D,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:03.955-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,554,File added to the system.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0057,ALERT-4B292CECE3577D7E,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:03.958-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,554,File added to the system.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0058,ALERT-AF8C5A4929152652,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:06.489-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,553,File deleted.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0059,ALERT-B28EBA68574A4D09,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:06.489-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,553,File deleted.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0060,ALERT-81DB5912C44F3738,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:06.489-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,553,File deleted.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0061,ALERT-7B6E12670F9EDA7D,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:06.489-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,553,File deleted.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0062,ALERT-FE11179DC5D4E764,,,BACKGROUND-SAMPLE,safesoc-wazuh-01,2026-05-14T03:03:06.489-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,553,File deleted.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0063,ALERT-97F253B44CB43ED7,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T03:16:21.881-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,5501,PAM: Login session opened.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0064,ALERT-A94177FE2159AB0B,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T06:00:30.757-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,52002,Apparmor DENIED,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0065,ALERT-46826299E74BF74D,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T06:10:20.463-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,2904,Dpkg (Debian Package) half configured.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0066,ALERT-22EE463016DF55CE,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T06:10:20.462-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,2904,Dpkg (Debian Package) half configured.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0067,ALERT-8F96CDCE68DF495C,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T06:10:20.503-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,2904,Dpkg (Debian Package) half configured.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0068,ALERT-A046606DBDAB5329,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T06:10:20.920-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,2904,Dpkg (Debian Package) half configured.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0069,ALERT-1A3459B4533005F9,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T06:10:20.935-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,2904,Dpkg (Debian Package) half configured.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0070,ALERT-A89F6BF2E3B0F309,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T06:10:20.964-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,2902,New dpkg (Debian Package) installed.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0071,ALERT-E4F24B43CCC62743,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T06:10:20.973-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,2902,New dpkg (Debian Package) installed.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0072,ALERT-6BD00D9CA48DA577,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T06:10:20.982-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,2902,New dpkg (Debian Package) installed.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0073,ALERT-5751589229947E77,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T06:10:20.990-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,2902,New dpkg (Debian Package) installed.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0074,ALERT-DC7EB17D14B2275F,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T06:10:20.999-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,2902,New dpkg (Debian Package) installed.,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
LBL-BG-0075,ALERT-0C7E799328A3BCA0,,,BACKGROUND-SAMPLE,safesoc-lnx-01,2026-05-14T06:10:40.977-0400,unrelated_background,unrelated,background,background_sample,wazuh,,,,N/A,N/A,52002,Apparmor DENIED,medium,Stratified background alert sampled from raw Wazuh export and not correlated to a scenario run.,Automated background sample for Sprint 8; manual review recommended.
